 Retained Bytes │ Retained % │ Dominator Tree
────────────────┼────────────┼──────────────────────
        7578212 ┊      9.62% ┊ poseidon_rust::poseidon_hash::h2f1bcb5a08e58353
          58319 ┊      0.07% ┊       ⤷ serde_json::value::de::<impl serde_core::de::Deserialize for serde_json::value::Value>::deserialize::h3bc311dfd3ed8696
          51898 ┊      0.07% ┊       ⤷ railgun_rs::railgun::indexer::syncer::subsquid_syncer::SubsquidSyncer::latest_block::{{closure}}::h683888e4f18a8a2c
          36634 ┊      0.05% ┊       ⤷ sharded_slab::pool::Pool<T,C>::create_with::h34c8f8b54eeb9b6c
          33839 ┊      0.04% ┊       ⤷ railgun_rs::railgun::indexer::utxo_indexer::UtxoIndexer::sync_to::{{closure}}::h5474494890b26c07
          33103 ┊      0.04% ┊       ⤷ railgun_rs::wasm::prover::serialize_inputs::hce2ff13477d5d78a
          31830 ┊      0.04% ┊       ⤷ wasm_bindgen_futures::future_to_promise::{{closure}}::{{closure}}::h60047f8f18d97a14
          29548 ┊      0.04% ┊       ⤷ railgun_rs::railgun::transaction::tx_data::TxData::from_transactions::h8ea8f5d98ee23ddb
          26881 ┊      0.03% ┊       ⤷ <core::marker::PhantomData<T> as serde_core::de::DeserializeSeed>::deserialize::h5af5406f05434a54
          25328 ┊      0.03% ┊       ⤷ railgun_rs::railgun::poi::pending_poi_submitter::PendingPoiSubmitter::register::hd394264915d9f76c
          22998 ┊      0.03% ┊       ⤷ zmij::Buffer::format_finite::h977fda3b313dd00f
          22078 ┊      0.03% ┊       ⤷ wasm_bindgen_futures::future_to_promise::{{closure}}::{{closure}}::h491cc8baad19ad23
          21106 ┊      0.03% ┊       ⤷ <tracing_subscriber::layer::layered::Layered<L,S> as tracing_core::subscriber::Subscriber>::new_span::hf73f230162950d93
        3317699 ┊      4.21% ┊ "function names" subsection
         428289 ┊      0.54% ┊ <ark_ff::fields::models::fp::Fp<P,_> as ark_ff::fields::prime::PrimeField>::into_bigint::h40e33428f93b3ecd
         428095 ┊      0.54% ┊   ⤷ <ark_ff::fields::models::fp::montgomery_backend::MontBackend<T,_> as ark_ff::fields::models::fp::FpConfig<_>>::into_bigint::h594fb7823d26204d
         427901 ┊      0.54% ┊       ⤷ ark_ff::fields::models::fp::montgomery_backend::MontConfig::into_bigint::hc663e5ed34ab8e3a
         336711 ┊      0.43% ┊ export "jspoiprovider_set_state"
         336684 ┊      0.43% ┊   ⤷ jspoiprovider_set_state
         336359 ┊      0.43% ┊       ⤷ wasm_bindgen::__rt::maybe_catch_unwind::h5abca4a9de8c6b1b
         203795 ┊      0.26% ┊ rand_core::block::BlockRng<R>::generate_and_set::hbb4dc11dec28f097
         203616 ┊      0.26% ┊   ⤷ <rand::rngs::reseeding::ReseedingCore<R,Rsdr> as rand_core::block::BlockRngCore>::generate::h7a6d383f9767d607
         201468 ┊      0.26% ┊       ⤷ <rand_chacha::chacha::ChaCha12Core as rand_core::block::BlockRngCore>::generate::h511401d14149a88e
           1659 ┊      0.00% ┊       ⤷ rand::rngs::reseeding::ReseedingCore<R,Rsdr>::reseed_and_generate::h7be53b278e7b5a80
            105 ┊      0.00% ┊       ⤷ <&mut T as core::convert::AsRef<U>>::as_ref::h4ce7892054ac5166
             67 ┊      0.00% ┊       ⤷ core::mem::size_of_val::hb6e0ae7d65981ea2
         186771 ┊      0.24% ┊ railgun_rs::railgun::provider::_::<impl serde_core::de::Deserialize for railgun_rs::railgun::provider::RailgunProviderState>::deserialize::h42c7a99a98046837
         186669 ┊      0.24% ┊   ⤷ <&mut serde_json::de::Deserializer<R> as serde_core::de::Deserializer>::deserialize_struct::h0e0d21d64bb66691
         169982 ┊      0.22% ┊       ⤷ <core::marker::PhantomData<T> as serde_core::de::DeserializeSeed>::deserialize::ha7768981fa0cae03
           7585 ┊      0.01% ┊       ⤷ <railgun_rs::railgun::provider::_::<impl serde_core::de::Deserialize for railgun_rs::railgun::provider::RailgunProviderState>::deserialize::__Visitor as serde_core::de::Visitor>::visit_map::h18b69674a3369d77
           3343 ┊      0.00% ┊       ⤷ <railgun_rs::railgun::provider::_::<impl serde_core::de::Deserialize for railgun_rs::railgun::provider::RailgunProviderState>::deserialize::__Visitor as serde_core::de::Visitor>::visit_seq::h25d5019196930314
             76 ┊      0.00% ┊       ⤷ <core::result::Result<T,F> as core::ops::try_trait::FromResidual<core::result::Result<core::convert::Infallible,E>>>::from_residual::ha6865a3e76783498
         151491 ┊      0.19% ┊ railgun_rs::railgun::indexer::utxo_indexer::UtxoIndexer::handle_event::h16c4687cce564136
          44796 ┊      0.06% ┊   ⤷ railgun_rs::railgun::indexer::utxo_indexer::UtxoIndexer::handle_nullified::h00452081a86f563f
          44424 ┊      0.06% ┊       ⤷ railgun_rs::railgun::indexer::indexed_account::IndexedAccount::handle_nullified_event::ha3c2d96b4c978398
          26762 ┊      0.03% ┊   ⤷ alloc::collections::btree::map::entry::Entry<K,V,A>::or_default::h6da082bd9b14ef01
          25738 ┊      0.03% ┊       ⤷ alloc::collections::btree::map::entry::VacantEntry<K,V,A>::insert::h727be6a0abe8b791
            295 ┊      0.00% ┊       ⤷ <railgun_rs::railgun::indexer::notebook::Notebook as core::default::Default>::default::hc605eec13efc0b7d
            180 ┊      0.00% ┊       ⤷ alloc::collections::btree::node::Handle<alloc::collections::btree::node::NodeRef<alloc::collections::btree::node::marker::Mut,K,V,NodeType>,alloc::collections::btree::node::marker::KV>::into_val_mut::h51a1913cb4967f37
          22264 ┊      0.03% ┊   ⤷ railgun_rs::railgun::indexer::utxo_indexer::UtxoIndexer::handle_transact::h1265e03c1ae6a44d
          13591 ┊      0.02% ┊       ⤷ railgun_rs::railgun::indexer::indexed_account::IndexedAccount::handle_transact_event::hef8413b76de3b362
           7624 ┊      0.01% ┊       ⤷ std::collections::hash::set::HashSet<T,S>::insert::h4daf48f6b9adf9f7
          20393 ┊      0.03% ┊   ⤷ alloc::collections::btree::map::BTreeMap<K,V,A>::insert::ha72cfd198501adc8
          18574 ┊      0.02% ┊       ⤷ alloc::collections::btree::map::entry::VacantEntry<K,V,A>::insert::h4bb9ad820db2b25a
           1241 ┊      0.00% ┊       ⤷ alloc::collections::btree::map::BTreeMap<K,V,A>::entry::h1873f64ddbd4457d
          10404 ┊      0.01% ┊   ⤷ railgun_rs::railgun::indexer::utxo_indexer::UtxoIndexer::handle_shield::h5bc0e810d2006b9b
           7771 ┊      0.01% ┊       ⤷ railgun_rs::railgun::indexer::indexed_account::IndexedAccount::handle_shield_event::h6a3a86ac651130f1
           8039 ┊      0.01% ┊   ⤷ railgun_rs::railgun::note::utxo::UtxoNote<alloc::sync::Arc<dyn railgun_rs::railgun::signer::Signer>>::new::h7f54b2f60a7c1bac
           1286 ┊      0.00% ┊       ⤷ railgun_rs::railgun::note::utxo::note_hash::h66e19c36d54e584f
           1152 ┊      0.00% ┊       ⤷ railgun_rs::railgun::note::utxo::note_public_key::h3e9ae7e4b04bbd17
           1139 ┊      0.00% ┊       ⤷ railgun_rs::railgun::note::utxo::blinded_commitment::h68fdb54390e67d90
            672 ┊      0.00% ┊       ⤷ railgun_rs::railgun::note::utxo::nullifying_key::h5ba8a546ac370106
            108 ┊      0.00% ┊       ⤷ <alloc::sync::Arc<T,A> as core::convert::AsRef<T>>::as_ref::hae6c5077109cdf83
             15 ┊      0.00% ┊       ⤷ type[54]: (i32, i32, i32, i32, i32, i32, i64, i64, i32, i32, i32, i32) -> nil
           5718 ┊      0.01% ┊   ⤷ railgun_rs::railgun::indexer::utxo_indexer::UtxoIndexer::insert_utxo_leaf::h9fa3dbf8d840ebc6
           4251 ┊      0.01% ┊       ⤷ railgun_rs::railgun::merkle_tree::utxo_tree::UtxoMerkleTree::insert_leaves_raw::h2aa364dcbf3a35ef
           1127 ┊      0.00% ┊       ⤷ alloc::collections::btree::map::entry::Entry<K,V,A>::or_insert_with::hf21503c1d2ce6b18
           3656 ┊      0.00% ┊   ⤷ alloc::collections::btree::map::BTreeMap<K,V,A>::entry::hcef527a371316d19
           2415 ┊      0.00% ┊       ⤷ alloc::collections::btree::search::<impl alloc::collections::btree::node::NodeRef<BorrowType,K,V,alloc::collections::btree::node::marker::LeafOrInternal>>::search_tree::heaa88418c38bee12
           2415 ┊      0.00% ┊   ⤷ alloc::collections::btree::search::<impl alloc::collections::btree::node::NodeRef<BorrowType,K,V,alloc::collections::btree::node::marker::LeafOrInternal>>::search_tree::hc2bf16bf2bd41f5c
            932 ┊      0.00% ┊       ⤷ alloc::collections::btree::search::<impl alloc::collections::btree::node::NodeRef<BorrowType,K,V,Type>>::find_key_index::h47f3c95fe7fba37c
            816 ┊      0.00% ┊   ⤷ alloc::collections::btree::node::NodeRef<BorrowType,K,V,Type>::ascend::hf6cf1f4691ed0585
            592 ┊      0.00% ┊   ⤷ <core::result::Result<T,F> as core::ops::try_trait::FromResidual<core::result::Result<core::convert::Infallible,E>>>::from_residual::h494c34403ab2e620
            354 ┊      0.00% ┊   ⤷ <core::result::Result<T,F> as core::ops::try_trait::FromResidual<core::result::Result<core::convert::Infallible,E>>>::from_residual::hfae4f71c595499d3
             47 ┊      0.00% ┊       ⤷ <railgun_rs::railgun::indexer::utxo_indexer::UtxoIndexerError as core::convert::From<railgun_rs::railgun::note::utxo::NoteError>>::from::hbce79e0d726c3e33
            339 ┊      0.00% ┊   ⤷ railgun_rs::railgun::indexer::utxo_indexer::UtxoIndexer::handle_legacy::h94569ac9cbf4d0c9
            331 ┊      0.00% ┊   ⤷ alloc::collections::btree::node::Handle<alloc::collections::btree::node::NodeRef<alloc::collections::btree::node::marker::Mut,K,V,NodeType>,alloc::collections::btree::node::marker::KV>::kv_mut::h0ef99bad86ffdc51
            300 ┊      0.00% ┊   ⤷ alloc::collections::btree::node::Handle<alloc::collections::btree::node::NodeRef<alloc::collections::btree::node::marker::Mut,K,V,alloc::collections::btree::node::marker::Internal>,alloc::collections::btree::node::marker::Edge>::correct_parent_link::hae84e46589846552
            284 ┊      0.00% ┊   ⤷ <core::slice::iter::IterMut<T> as core::iter::traits::iterator::Iterator>::next::hc86bd523af99a76c
            257 ┊      0.00% ┊   ⤷ alloc::collections::btree::node::NodeRef<alloc::collections::btree::node::marker::Mut,K,V,alloc::collections::btree::node::marker::Internal>::correct_childrens_parent_links::ha29d879a1accca6a
            247 ┊      0.00% ┊   ⤷ <core::result::Result<T,E> as core::ops::try_trait::Try>::branch::hebe52b8d7c17ab64
            228 ┊      0.00% ┊   ⤷ core::slice::<impl [T]>::iter_mut::habb437f384271784
            121 ┊      0.00% ┊       ⤷ core::slice::iter::IterMut<T>::new::hc80cfca13a16b24c
            222 ┊      0.00% ┊   ⤷ <alloc::vec::Vec<T,A> as core::ops::deref::DerefMut>::deref_mut::hb2659b7a9fe700b1
            124 ┊      0.00% ┊       ⤷ alloc::vec::Vec<T,A>::as_mut_slice::h9113a45b05250be7
            220 ┊      0.00% ┊   ⤷ alloc::collections::btree::node::move_to_slice::ha10beefb99ef4af6
            214 ┊      0.00% ┊   ⤷ alloc::collections::btree::node::move_to_slice::hced456b804c92a4a
            211 ┊      0.00% ┊   ⤷ alloc::collections::btree::node::Handle<alloc::collections::btree::node::NodeRef<BorrowType,K,V,alloc::collections::btree::node::marker::Internal>,alloc::collections::btree::node::marker::Edge>::descend::h756d07ddbcc75c9c
            211 ┊      0.00% ┊   ⤷ alloc::collections::btree::node::Handle<alloc::collections::btree::node::NodeRef<BorrowType,K,V,alloc::collections::btree::node::marker::Internal>,alloc::collections::btree::node::marker::Edge>::descend::hebe1a125cb986e48
            211 ┊      0.00% ┊   ⤷ <core::result::Result<T,F> as core::ops::try_trait::FromResidual<core::result::Result<core::convert::Infallible,E>>>::from_residual::hde09766c8d773781
             54 ┊      0.00% ┊       ⤷ <railgun_rs::railgun::note::utxo::NoteError as core::convert::From<railgun_rs::crypto::keys::KeyError>>::from::h7fc42335d2340348
            203 ┊      0.00% ┊   ⤷ <core::result::Result<T,E> as core::ops::try_trait::Try>::branch::ha0b79934b9c92050
            188 ┊      0.00% ┊   ⤷ <core::result::Result<T,F> as core::ops::try_trait::FromResidual<core::result::Result<core::convert::Infallible,E>>>::from_residual::h4694eeb526ae66d0
             54 ┊      0.00% ┊       ⤷ <railgun_rs::railgun::note::utxo::NoteError as core::convert::From<railgun_rs::crypto::aes::AesError>>::from::h4fcaa71cb9558031
            101 ┊      0.00% ┊   ⤷ railgun_rs::railgun::indexer::notebook::Notebook::add::h6fde216defbdc04e
             71 ┊      0.00% ┊   ⤷ core::fmt::rt::Argument::new_display::h7edd129d19eac639
             54 ┊      0.00% ┊   ⤷ <I as core::iter::traits::collect::IntoIterator>::into_iter::hd5beffba61524a4d
             35 ┊      0.00% ┊   ⤷ tracing_core::field::debug::h3d34779563a09a76
         104230 ┊      0.13% ┊ ruint::div::<impl ruint::Uint<_,_>>::wrapping_rem::h6fa7782684e7ef53
         102868 ┊      0.13% ┊   ⤷ ruint::div::<impl ruint::Uint<_,_>>::div_rem_by_ref::h4c651add7db4a95c
           2205 ┊      0.00% ┊       ⤷ core::slice::<impl [T]>::copy_within::h3b0eec8473737416
            801 ┊      0.00% ┊       ⤷ core::slice::<impl [T]>::split_at_mut::hc4a69f8e44528d47
            348 ┊      0.00% ┊       ⤷ core::slice::<impl [T]>::fill::haf1bad198096c040
            344 ┊      0.00% ┊       ⤷ <ruint::utils::UncheckedSlice<T> as core::ops::index::IndexMut<I>>::index_mut::h5a432cb788d9bfb9
            310 ┊      0.00% ┊       ⤷ core::slice::<impl [T]>::get_unchecked::h061bc8379f31ad55
            294 ┊      0.00% ┊       ⤷ ruint::algorithms::add::carrying_add::h343d227f7b436904
            294 ┊      0.00% ┊       ⤷ ruint::algorithms::add::borrowing_sub::h9e6306c5207a5943
            255 ┊      0.00% ┊       ⤷ <core::num::wrapping::Wrapping<u64> as core::ops::bit::Shl<usize>>::shl::h7bb56f89c39a577c
            255 ┊      0.00% ┊       ⤷ <core::num::wrapping::Wrapping<u64> as core::ops::bit::Shr<usize>>::shr::h87850b6cfb5ef8be
            254 ┊      0.00% ┊       ⤷ <ruint::utils::UncheckedSlice<T> as core::ops::index::Index<I>>::index::h54a458fa0318f4da
            247 ┊      0.00% ┊       ⤷ <ruint::utils::UncheckedSlice<T> as core::ops::index::Index<I>>::index::hdd06b6f989b3caa2
            247 ┊      0.00% ┊       ⤷ <ruint::utils::UncheckedSlice<T> as core::ops::index::IndexMut<I>>::index_mut::hc247a41a30170ff6
            245 ┊      0.00% ┊       ⤷ ruint::algorithms::trim_end_zeros_mut::hacf85ca3a523c7e5
            212 ┊      0.00% ┊       ⤷ core::slice::<impl [T]>::get::hffdb64668cacb05a
            167 ┊      0.00% ┊       ⤷ <ruint::utils::UncheckedSlice<T> as core::ops::index::IndexMut<I>>::index_mut::h58dd893930378705
            138 ┊      0.00% ┊       ⤷ core::slice::<impl [T]>::last::hd71a077afcc6a8d8
            134 ┊      0.00% ┊       ⤷ core::option::Option<&T>::copied::ha93f89df7db15476
            123 ┊      0.00% ┊       ⤷ core::option::Option<T>::unwrap_or_default::h52e986d534a5aa98
             93 ┊      0.00% ┊       ⤷ core::cmp::Ordering::is_lt::h1c2934acef5746be
             64 ┊      0.00% ┊       ⤷ core::slice::<impl [T]>::is_empty::ha9715e947d7a39d9
             54 ┊      0.00% ┊       ⤷ ruint::utils::UncheckedSlice<T>::wrap_mut::hf6256a936318128f
             51 ┊      0.00% ┊       ⤷ <core::num::wrapping::Wrapping<u64> as core::ops::arith::Add>::add::h8784c10ffbf7ae37
             51 ┊      0.00% ┊       ⤷ <core::num::wrapping::Wrapping<u64> as core::ops::arith::Mul>::mul::hb68c7a5cb7ec7dc6
             51 ┊      0.00% ┊       ⤷ <core::num::wrapping::Wrapping<u64> as core::ops::arith::Sub>::sub::he12740a0187d8285
             51 ┊      0.00% ┊       ⤷ <core::num::wrapping::Wrapping<u64> as core::ops::bit::BitAnd>::bitand::hd4cadedd96ef605d
          95076 ┊      0.12% ┊ export "jspoiprovider_state"
          95053 ┊      0.12% ┊   ⤷ jspoiprovider_state
          94830 ┊      0.12% ┊       ⤷ wasm_bindgen::__rt::maybe_catch_unwind::h5f5d7f038a6d5789
          91915 ┊      0.12% ┊ sha2::sha512::compress512::he0153351cd656390
          91652 ┊      0.12% ┊   ⤷ sha2::sha512::soft::compress::h96142f372545c900
          86472 ┊      0.11% ┊       ⤷ sha2::sha512::soft::sha512_digest_block_u64::hde54298b6d1cabcf
            887 ┊      0.00% ┊       ⤷ core::iter::traits::iterator::Iterator::zip::h64bf403f7299d571
            428 ┊      0.00% ┊       ⤷ <core::iter::adapters::zip::Zip<A,B> as core::iter::traits::iterator::Iterator>::next::h77b4264598c48113
            287 ┊      0.00% ┊       ⤷ <T as core::convert::TryInto<U>>::try_into::h604c04205e83cc1f
            285 ┊      0.00% ┊       ⤷ <core::slice::iter::Iter<T> as core::iter::traits::iterator::Iterator>::next::h92e36d693872b34b
            243 ┊      0.00% ┊       ⤷ core::num::<impl u64>::from_be_bytes::h979c338c1d0a5541
            228 ┊      0.00% ┊       ⤷ core::slice::<impl [T]>::iter_mut::h04822b709b87318f
            166 ┊      0.00% ┊       ⤷ <I as core::iter::traits::collect::IntoIterator>::into_iter::h2d5f9d8ce8ddd2d9
            121 ┊      0.00% ┊       ⤷ core::slice::iter::<impl core::iter::traits::collect::IntoIterator for &[T]>::into_iter::h328fe8fca92dcc22
            104 ┊      0.00% ┊   ⤷ core::slice::raw::from_raw_parts::hc6ad67067afccbac
          58732 ┊      0.07% ┊ keccak::p1600::h12d729013ace7ed4
          58655 ┊      0.07% ┊   ⤷ keccak::keccak_p::h344b52b5e7463b5d
            315 ┊      0.00% ┊       ⤷ core::array::<impl core::ops::index::Index<I> for [T; N]>::index::h90102766c0fe942b
            284 ┊      0.00% ┊       ⤷ <core::slice::iter::Iter<T> as core::iter::traits::iterator::Iterator>::next::hc7040be87cc4a247
            124 ┊      0.00% ┊       ⤷ <u64 as keccak::LaneSize>::truncate_rc::h1c0b7c617deebed4
            121 ┊      0.00% ┊       ⤷ core::slice::iter::<impl core::iter::traits::collect::IntoIterator for &[T]>::into_iter::hc8eb54e4bdcbec8d
             88 ┊      0.00% ┊       ⤷ <u64 as keccak::LaneSize>::rotate_left::hce6372bd9309008c
             63 ┊      0.00% ┊       ⤷ <u64 as core::ops::bit::BitXorAssign>::bitxor_assign::hc97bd297a0287350
             51 ┊      0.00% ┊       ⤷ <u64 as core::ops::bit::BitAnd>::bitand::h54fdec604cd31b63
             51 ┊      0.00% ┊       ⤷ <u64 as core::ops::bit::BitXor>::bitxor::h00efa19a56c3290e
             48 ┊      0.00% ┊       ⤷ <u64 as core::ops::bit::Not>::not::hba6998ac625efd1a
          57521 ┊      0.07% ┊ railgun_rs::crypto::keys::SharedKey::new::h55a1d0470d7d1578
          56173 ┊      0.07% ┊   ⤷ <D as digest::digest::Digest>::digest::hf179d8825fd0a10f
          43398 ┊      0.06% ┊       ⤷ sha2::sha256::compress256::h0744d78b9d8bddc1
           7838 ┊      0.01% ┊       ⤷ <D as digest::digest::Digest>::finalize::hfd7206e5171bbfe4
           2507 ┊      0.00% ┊       ⤷ <digest::core_api::wrapper::CoreWrapper<T> as digest::Update>::update::h939cc050daf0cdd2
           2162 ┊      0.00% ┊       ⤷ <digest::core_api::wrapper::CoreWrapper<T> as core::default::Default>::default::hb160c9eee9d2fa16
             51 ┊      0.00% ┊       ⤷ core::slice::raw::from_ref::h334df28bbde4111e
            433 ┊      0.00% ┊   ⤷ <T as core::convert::Into<U>>::into::h7bd090ebee5f7909
            418 ┊      0.00% ┊       ⤷ generic_array::transmute::h5784df476f28ddf4
          51430 ┊      0.07% ┊ <D as digest::digest::Digest>::digest::hb90a88df985f5dfe
          24600 ┊      0.03% ┊   ⤷ blake_hash::Compressor512::put_block::h426c7d208ff006df
           1069 ┊      0.00% ┊       ⤷ core::iter::traits::iterator::Iterator::zip::h69229720bd79cc4c
            985 ┊      0.00% ┊       ⤷ <byteorder::BigEndian as byteorder::ByteOrder>::read_u64::hce1f754b6c9aac6b
            904 ┊      0.00% ┊       ⤷ <core::iter::adapters::zip::Zip<A,B> as core::iter::traits::iterator::Iterator>::next::hc9645febb6208c2e
            627 ┊      0.00% ┊       ⤷ core::iter::traits::iterator::Iterator::zip::h7b451a87a6c9699c
            584 ┊      0.00% ┊       ⤷ <core::iter::adapters::enumerate::Enumerate<I> as core::iter::traits::iterator::Iterator>::next::h238f38f3cfe8659c
            584 ┊      0.00% ┊       ⤷ <core::iter::adapters::enumerate::Enumerate<I> as core::iter::traits::iterator::Iterator>::next::h7130b03a198ce3d2
            489 ┊      0.00% ┊       ⤷ core::array::<impl core::ops::index::IndexMut<I> for [T; N]>::index_mut::h8117070a85253116
            335 ┊      0.00% ┊       ⤷ <core::iter::adapters::zip::Zip<A,B> as core::iter::traits::iterator::Iterator>::next::hdc41ccc704b95a8c
            284 ┊      0.00% ┊       ⤷ <core::slice::iter::Iter<T> as core::iter::traits::iterator::Iterator>::next::h903bcd3eada8d73f
            273 ┊      0.00% ┊       ⤷ core::array::<impl core::ops::index::IndexMut<I> for [T; N]>::index_mut::h151f04703d4d9f3f
            267 ┊      0.00% ┊       ⤷ core::array::<impl core::ops::index::Index<I> for [T; N]>::index::h32ac87ded3330ddf
